uid,text,category,video_path,exists,extension,word,word_id,relation_type,source_csv,example_count,description_count
2_qktKmVcNQ_e4,She has shown herself to be politically savvy.,example_sentence,,0,,savvy,2_qktKmVcNQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
2rrQeCAecbU_e1,"Let's confine our discussion to the matter in question, please!",example_sentence,,0,,confine,2rrQeCAecbU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
2rrQeCAecbU_e2,Please confine your use of the phone to business calls.,example_sentence,,0,,confine,2rrQeCAecbU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
2rrQeCAecbU_e3,The animals were confined in a large pen.,example_sentence,,0,,confine,2rrQeCAecbU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
2rrQeCAecbU_e4,Harris does not confine her stage work to Broadway.,example_sentence,,0,,confine,2rrQeCAecbU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
30weefbWxWs_e1,"He attempted a joke, but no one laughed.",example_sentence,,0,,no one,30weefbWxWs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
30weefbWxWs_e2,No one told me she was ill.,example_sentence,,0,,no one,30weefbWxWs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
30weefbWxWs_e3,I'd like to go to the concert but no one else (= no other person) wants to.,example_sentence,,0,,no one,30weefbWxWs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
30weefbWxWs_e4,She gave the cat a kick when no one was looking.,example_sentence,,0,,no one,30weefbWxWs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3G3wXa7Ax_A_e1,I just enjoy his company.,example_sentence,,0,,company,3G3wXa7Ax_A_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3hAYTF2TKGc_e1,These new measurements mean that I'll have to redo the calculations.,example_sentence,,0,,redo,3hAYTF2TKGc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3hAYTF2TKGc_e2,"He didn't get the golf ball in the cup, so he asked for a redo.",example_sentence,,0,,redo,3hAYTF2TKGc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3hAYTF2TKGc_e3,"He had to click the ""redo"" button to bring back the words he had deleted in error.",example_sentence,,0,,redo,3hAYTF2TKGc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3hAYTF2TKGc_e4,I want you to redo this exercise.,example_sentence,,0,,redo,3hAYTF2TKGc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3mMDY-zHiH8_e1,She removed the bandage to reveal a red swollen wound oozing pus.,example_sentence,,0,,ooze,3mMDY-zHiH8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3mMDY-zHiH8_e2,The waiter brought her a massive pizza oozing (with) cheese.,example_sentence,,0,,ooze,3mMDY-zHiH8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3mMDY-zHiH8_e3,Blood was still oozing out of the wound.,example_sentence,,0,,ooze,3mMDY-zHiH8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3mMDY-zHiH8_e4,Sap oozed from the pine tree.,example_sentence,,0,,ooze,3mMDY-zHiH8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3N7i4iMB4_U_e1,Her brother cousins abashed her by commenting on her shyness.,example_sentence,,0,,abash,3N7i4iMB4_U_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3TOhOciY-v8_e1,The company director was abducted from his car by terrorists.,example_sentence,,0,,abduct,3TOhOciY-v8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3TOhOciY-v8_e2,Kidnappers abducted the child from the playground.,example_sentence,,0,,abduct,3TOhOciY-v8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3TOhOciY-v8_e3,"If someone attempts to abduct you, make noise.",example_sentence,,0,,abduct,3TOhOciY-v8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
3TOhOciY-v8_e4,She was abducted late last night.,example_sentence,,0,,abduct,3TOhOciY-v8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
429wv1kvK_c_e1,Sprinkle the pizza with a few herbs.,example_sentence,,0,,sprinkle,429wv1kvK_c_w,contains_word,word-presence-dataset_v1.1.csv,0,0
429wv1kvK_c_e2,I sprinkled some sugar on top of the cake.,example_sentence,,0,,sprinkle,429wv1kvK_c_w,contains_word,word-presence-dataset_v1.1.csv,0,0
429wv1kvK_c_e3,She'd sprinkled coloured sugar strands all over the cakes.,example_sentence,,0,,sprinkle,429wv1kvK_c_w,contains_word,word-presence-dataset_v1.1.csv,0,0
429wv1kvK_c_e4,I like to sprinkle a little cheese over my pasta.,example_sentence,,0,,sprinkle,429wv1kvK_c_w,contains_word,word-presence-dataset_v1.1.csv,0,0
48WUtsrvBYg_e1,I put on some nice soothing music.,example_sentence,,0,,soothing,48WUtsrvBYg_w,contains_word,word-presence-dataset_v1.1.csv,0,0
48WUtsrvBYg_e2,Her words had a soothing effect.,example_sentence,,0,,soothing,48WUtsrvBYg_w,contains_word,word-presence-dataset_v1.1.csv,0,0
48WUtsrvBYg_e3,Her touch felt wonderfully soothing.,example_sentence,,0,,soothing,48WUtsrvBYg_w,contains_word,word-presence-dataset_v1.1.csv,0,0
48WUtsrvBYg_e4,Michelle spoke with a soothing Southern lilt.,example_sentence,,0,,soothing,48WUtsrvBYg_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4BiIL375NuQ_e1,You can always depend on Michael in a crisis.,example_sentence,,0,,depend on,4BiIL375NuQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4BiIL375NuQ_e2,I'm depending on you to keep your promise.,example_sentence,,0,,depend on,4BiIL375NuQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4BiIL375NuQ_e3,Surely a friend should be someone you can depend on in difficult times?,example_sentence,,0,,depend on,4BiIL375NuQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4BiIL375NuQ_e4,She was a fiercely independent lady who refused to depend on anyone.,example_sentence,,0,,depend on,4BiIL375NuQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4dTj4Awahks_e1,I vaguely remembered having met her before.,example_sentence,,0,,vaguely,4dTj4Awahks_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4dTj4Awahks_e2,He had thought only vaguely about a managerial future at that point.,example_sentence,,0,,vaguely,4dTj4Awahks_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4dTj4Awahks_e3,Something about her voice was vaguely familiar.,example_sentence,,0,,vaguely,4dTj4Awahks_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4dTj4Awahks_e4,I vaguely remember hearing him come in.,example_sentence,,0,,vaguely,4dTj4Awahks_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4QYv6IFjNbQ_e1,They've seriously underestimated the cost of the building project,example_sentence,,0,,underestimate - 1,4QYv6IFjNbQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4RdjdI90j0M_e1,His application for citizenship was still pending.,example_sentence,,0,,pending,4RdjdI90j0M_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4uVjzBqNXkE_e1,As she turned away I saw him sniff furtively under his arm.,example_sentence,,0,,furtively,4uVjzBqNXkE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4uVjzBqNXkE_e2,She saw him talking furtively to another man.,example_sentence,,0,,furtively,4uVjzBqNXkE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4uVjzBqNXkE_e3,The decision was taken furtively.,example_sentence,,0,,furtively,4uVjzBqNXkE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4uVjzBqNXkE_e4,It is not being done furtively and out of the public eye.,example_sentence,,0,,furtively,4uVjzBqNXkE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4vfboqjtAXo_e1,Ivan had a penchant for musical experimentation.,example_sentence,,0,,penchant,4vfboqjtAXo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4vfboqjtAXo_e2,She has a penchant for Indian food,example_sentence,,0,,penchant,4vfboqjtAXo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4vfboqjtAXo_e3,He had a penchant for playing jokes on people.,example_sentence,,0,,penchant,4vfboqjtAXo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
4vfboqjtAXo_e4,A stylish woman with a penchant for dark glasses.,example_sentence,,0,,penchant,4vfboqjtAXo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
50Qibhk4sD0_e1,She's been very preoccupied recently because her mother has been very ill.,example_sentence,,0,,preoccupied,50Qibhk4sD0_w,contains_word,word-presence-dataset_v1.1.csv,0,0
50Qibhk4sD0_e2,They have been preoccupied with other matters.,example_sentence,,0,,preoccupied,50Qibhk4sD0_w,contains_word,word-presence-dataset_v1.1.csv,0,0
_52T6uMp5X8_e1,We'd worked together for years and developed a close/good rapport.,example_sentence,,0,,rapport,_52T6uMp5X8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
5dfUuufFLZk_e1,Spain was an important military power in the 16th century.,example_sentence,,0,,military,5dfUuufFLZk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
5iIb7JC1mC8_e1,Lennie's bottom lip quivered and tears started in his eyes.,example_sentence,,0,,quiver,5iIb7JC1mC8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
5ncS0vBocO0_e1,Amit was a famous 16th-century explorer.,example_sentence,,0,,explorer,5ncS0vBocO0_w,contains_word,word-presence-dataset_v1.1.csv,0,0
5xPTHpYQfeE_e1,They took blood and urine specimens for analysis.,example_sentence,,0,,analysis,5xPTHpYQfeE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
68GdgKqKsrk_e1,environmental/personal issues.,example_sentence,,0,,issue,68GdgKqKsrk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
68GdgKqKsrk_e2,The issue of racism.,example_sentence,,0,,issue,68GdgKqKsrk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
68GdgKqKsrk_e3,"I was earning a lot of money, but that was not the issue.",example_sentence,,0,,issue,68GdgKqKsrk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
69Vvb09Sq5U_e1,Her face emanated sadness.,example_sentence,,0,,emanate - 1,69Vvb09Sq5U_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6DqUWmPTkHI_e1,I will be leaving at five o'clock tomorrow.,example_sentence,,0,,leave,6DqUWmPTkHI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6DqUWmPTkHI_e2,The bus leaves in ten minutes.,example_sentence,,0,,leave,6DqUWmPTkHI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6egMMBnQUbY_e1,He seems to find it difficult to integrate socially.,example_sentence,,0,,integrate,6egMMBnQUbY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6egMMBnQUbY_e2,It's very difficult to integrate yourself into a society whose culture is so different from your own.,example_sentence,,0,,integrate,6egMMBnQUbY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6egMMBnQUbY_e3,Children are often very good at integrating into a new culture.,example_sentence,,0,,integrate,6egMMBnQUbY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6egMMBnQUbY_e4,The committee can integrate the different plans.,example_sentence,,0,,integrate,6egMMBnQUbY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6_Lnzu1WFPI_e1,The students accomplished the task in less than ten minutes.,example_sentence,,0,,accomplish,6_Lnzu1WFPI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6_Lnzu1WFPI_e2,I feel as if I've accomplished nothing since I left my job.,example_sentence,,0,,accomplish,6_Lnzu1WFPI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6_Lnzu1WFPI_e3,I will answer for it that he will accomplish the task.,example_sentence,,0,,accomplish,6_Lnzu1WFPI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6_Lnzu1WFPI_e4,"If we work as a team, I'm confident we will accomplish our goal.",example_sentence,,0,,accomplish,6_Lnzu1WFPI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6mb7FlpNvFY_e1,The interest I receive on my savings account is paid after the deduction of tax.,example_sentence,,0,,deduction,6mb7FlpNvFY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6mb7FlpNvFY_e2,A deduction is an amount that has been subtracted from a total.,example_sentence,,0,,deduction,6mb7FlpNvFY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6mb7FlpNvFY_e3,A deduction is an expense that can be deducted from income on a tax return.,example_sentence,,0,,deduction,6mb7FlpNvFY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6mb7FlpNvFY_e4,the act or process of deducting or subtracting,example_sentence,,0,,deduction,6mb7FlpNvFY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6MxCP_583q8_e1,People have lived in this valley since ancient times.,example_sentence,,0,,ancient,6MxCP_583q8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6MxCP_583q8_e2,She's doing a doctorate in ancient history.,example_sentence,,0,,ancient,6MxCP_583q8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6MxCP_583q8_e3,He's got an ancient laptop.,example_sentence,,0,,ancient,6MxCP_583q8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6MxCP_583q8_e4,That photo makes me look ancient!,example_sentence,,0,,ancient,6MxCP_583q8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6nwBq3QX9J0_e1,The medical importance of this discovery is of inestimable value.,example_sentence,,0,,inestimable,6nwBq3QX9J0_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6nwBq3QX9J0_e2,The information he provided was of inestimable value .,example_sentence,,0,,inestimable,6nwBq3QX9J0_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6nwBq3QX9J0_e3,Human life is of inestimable value.,example_sentence,,0,,inestimable,6nwBq3QX9J0_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6nwBq3QX9J0_e4,Carey has been an inestimable help in my life.,example_sentence,,0,,inestimable,6nwBq3QX9J0_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6qJDRpoe_Yc_e1,He was witty and very charming.,example_sentence,,0,,witty,6qJDRpoe_Yc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6qJDRpoe_Yc_e2,"She gave a witty, entertaining and articulate speech.",example_sentence,,0,,witty,6qJDRpoe_Yc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6qJDRpoe_Yc_e3,"His plays were very good, very witty.",example_sentence,,0,,witty,6qJDRpoe_Yc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6qJDRpoe_Yc_e4,"She is a witty, wise, kind of spunky woman.",example_sentence,,0,,witty,6qJDRpoe_Yc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6sFJreYzn1c_e1,They fled to escape for persecution in Europe.,example_sentence,,0,,persecutions,6sFJreYzn1c_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6zErcTU0HNQ_e1,a classless/multicultural society,example_sentence,,0,,society,6zErcTU0HNQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6zErcTU0HNQ_e2,There's a danger that we will end up blaming innocent children for society's problems.,example_sentence,,0,,society,6zErcTU0HNQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6zErcTU0HNQ_e3,We must also consider the needs of the younger/older members of society.,example_sentence,,0,,society,6zErcTU0HNQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
6zErcTU0HNQ_e4,We live in a multicultural society.,example_sentence,,0,,society,6zErcTU0HNQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
72lco2u92iQ_e1,The photographs will be on exhibition until the end of the month.,example_sentence,,0,,exhibition,72lco2u92iQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
7PcZoqPll0k_e1,The majority had to walk.,example_sentence,,0,,majority,7PcZoqPll0k_w,contains_word,word-presence-dataset_v1.1.csv,0,0
7S-pRkbzQ1I_e1,Someone's nicked my wallet.,example_sentence,,0,,nick,7S-pRkbzQ1I_w,contains_word,word-presence-dataset_v1.1.csv,0,0
7tK-aXT9AM8_e1,What's on the menu today?,example_sentence,,0,,menu,7tK-aXT9AM8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
861X7yZmXwU_e1,"As he left the meeting, he was berated by angry demonstrators.",example_sentence,,0,,berate,861X7yZmXwU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
861X7yZmXwU_e2,"Doctors are often berated for being poor communicators, particularly when they have to give patients bad news.",example_sentence,,0,,berate,861X7yZmXwU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
861X7yZmXwU_e3,His mother berated him for making a mess.,example_sentence,,0,,berate,861X7yZmXwU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
861X7yZmXwU_e4,She began to berate the police for paying scant attention to the theft from her car.,example_sentence,,0,,berate,861X7yZmXwU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
8LoVo8y_Oic_e1,We apologize for any inconvenience caused by the late arrival of the train.,example_sentence,,0,,inconvenience,8LoVo8y_Oic_w,contains_word,word-presence-dataset_v1.1.csv,0,0
8LoVo8y_Oic_e2,Having to change trains is a small inconvenience.,example_sentence,,0,,inconvenience,8LoVo8y_Oic_w,contains_word,word-presence-dataset_v1.1.csv,0,0
8LoVo8y_Oic_e3,We apologize for any inconvenience caused during the repairs.,example_sentence,,0,,inconvenience,8LoVo8y_Oic_w,contains_word,word-presence-dataset_v1.1.csv,0,0
8LoVo8y_Oic_e4,We regret any inconvenience caused to our customers.,example_sentence,,0,,inconvenience,8LoVo8y_Oic_w,contains_word,word-presence-dataset_v1.1.csv,0,0
8pwnTDtKBE0_e1,They've always been very friendly towards me.,example_sentence,,0,,towards,8pwnTDtKBE0_w,contains_word,word-presence-dataset_v1.1.csv,0,0
8Ui2qv0zkjA_e1,silly or unwise; showing poor judgment or little intelligence,example_sentence,,0,,stupid,8Ui2qv0zkjA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
